National №,Name,Type,Species,Height in m,Height in pouce,Weight in kg,Weight in lbs,Abilities,Local №,EV yield,Catch rate,Catch rate details,Base Friendship,Base Friendship text,Base Exp.,Growth Rate,Egg Groups,Gender % male,Gender % female,Egg cycles,Egg cycles details,HP,HP Min,HP Max,Attack,Attack Min,Attack Max,Defense,Defense Min,Defense Max,Sp. Atk,Sp. Atk Min,Sp. Atk Max,Sp. Def,Sp. Def Min,Sp. Def Max,Speed,Speed Min,Speed Max,img_url,Generation
211,Qwilfish,Water Poison,Balloon Pokémon,0.5,"1,08",3.9,8.6,1. Poison Point2. Swift SwimIntimidate (hidden ability),161 (Gold/Silver/Crystal)163 (HeartGold/SoulSilver)038 (X/Y — Coastal Kalos)304 (Sword/Shield)084 (Legends: Arceus),1 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,88.0,Medium Fast,Water 2,50,50.0,20.0,"4,884–5,140 steps",65.0,240.0,334.0,95.0,175.0,317.0,85.0,157.0,295.0,55.0,103.0,229.0,55.0,103.0,229.0,85.0,157.0,295.0,https://img.pokemondb.net/artwork/qwilfish.jpg,2.0
212,Scizor,Bug Steel,Pincer Pokémon,1.8,"5,11",118.0,260.1,1. Swarm2. TechnicianLight Metal (hidden ability),111 (Gold/Silver/Crystal)196 (Platinum)112 (HeartGold/SoulSilver)137 (X/Y — Mountain Kalos)276 (Sun/Moon — Alola dex)366 (U.Sun/U.Moon — Alola dex)073 (Legends: Arceus)119 (The Isle of Armor),2 Attack,25.0,"3.3% with PokéBall, full HP",50.0,normal,175.0,Medium Fast,Bug,50,50.0,25.0,"6,169–6,425 steps",70.0,250.0,344.0,130.0,238.0,394.0,100.0,184.0,328.0,55.0,103.0,229.0,80.0,148.0,284.0,65.0,121.0,251.0,https://img.pokemondb.net/artwork/scizor.jpg,2.0
213,Shuckle,Bug Rock,Mold Pokémon,0.6,"2,00",20.5,45.2,1. Sturdy2. GluttonyContrary (hidden ability),166 (Gold/Silver/Crystal)168 (HeartGold/SoulSilver)232 (Black 2/White 2)014 (X/Y — Mountain Kalos)227 (Sword/Shield)170 (The Crown Tundra),"1 Defense, 1 Special Defense",190.0,"24.8% with PokéBall, full HP",50.0,normal,177.0,Medium Slow,Bug,50,50.0,20.0,"4,884–5,140 steps",20.0,150.0,244.0,10.0,22.0,130.0,230.0,418.0,614.0,10.0,22.0,130.0,230.0,418.0,614.0,5.0,13.0,119.0,https://img.pokemondb.net/artwork/shuckle.jpg,2.0
214,Heracross,Bug Fighting,Single Horn Pokémon,1.5,"4,11",54.0,119.0,1. Swarm2. GutsMoxie (hidden ability),113 (Gold/Silver/Crystal)168 (Ruby/Sapphire/Emerald)062 (Diamond/Pearl)062 (Platinum)114 (HeartGold/SoulSilver)145 (Black 2/White 2)131 (X/Y — Coastal Kalos)175 (Omega Ruby/Alpha Sapphire)367 (U.Sun/U.Moon — Alola dex)062 (Brilliant Diamond/Shining Pearl)075 (Legends: Arceus)121 (The Isle of Armor),2 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,175.0,Slow,Bug,50,50.0,25.0,"6,169–6,425 steps",80.0,270.0,364.0,125.0,229.0,383.0,75.0,139.0,273.0,40.0,76.0,196.0,95.0,175.0,317.0,85.0,157.0,295.0,https://img.pokemondb.net/artwork/heracross.jpg,2.0
215,Sneasel,Dark Ice,Sharp Claw Pokémon,0.9,"2,11",28.0,61.7,1. Inner Focus2. Keen EyePickpocket (hidden ability),213 (Gold/Silver/Crystal)144 (Diamond/Pearl)144 (Platinum)218 (HeartGold/SoulSilver)252 (Black 2/White 2)091 (X/Y — Mountain Kalos)249 (Sun/Moon — Alola dex)326 (U.Sun/U.Moon — Alola dex)292 (Sword/Shield)144 (Brilliant Diamond/Shining Pearl)202 (Legends: Arceus)028 (The Crown Tundra),1 Speed,60.0,"7.8% with PokéBall, full HP",35.0,lower than normal,86.0,Medium Slow,Field,50,50.0,20.0,"4,884–5,140 steps",55.0,220.0,314.0,95.0,175.0,317.0,55.0,103.0,229.0,35.0,67.0,185.0,75.0,139.0,273.0,115.0,211.0,361.0,https://img.pokemondb.net/artwork/sneasel.jpg,2.0
216,Teddiursa,Normal,Little Bear Pokémon,0.6,"2,00",8.8,19.4,1. Pickup2. Quick FeetHoney Gather (hidden ability),193 (Gold/Silver/Crystal)198 (HeartGold/SoulSilver)132 (X/Y — Mountain Kalos)112 (Legends: Arceus),1 Attack,120.0,"15.7% with PokéBall, full HP",50.0,normal,66.0,Medium Fast,Field,50,50.0,20.0,"4,884–5,140 steps",60.0,230.0,324.0,80.0,148.0,284.0,50.0,94.0,218.0,50.0,94.0,218.0,50.0,94.0,218.0,40.0,76.0,196.0,https://img.pokemondb.net/artwork/teddiursa.jpg,2.0
217,Ursaring,Normal,Hibernator Pokémon,1.8,"5,11",125.8,277.3,1. Guts2. Quick FeetUnnerve (hidden ability),194 (Gold/Silver/Crystal)199 (HeartGold/SoulSilver)133 (X/Y — Mountain Kalos)113 (Legends: Arceus),2 Attack,60.0,"7.8% with PokéBall, full HP",50.0,normal,175.0,Medium Fast,Field,50,50.0,20.0,"4,884–5,140 steps",90.0,290.0,384.0,130.0,238.0,394.0,75.0,139.0,273.0,75.0,139.0,273.0,75.0,139.0,273.0,55.0,103.0,229.0,https://img.pokemondb.net/artwork/ursaring.jpg,2.0
218,Slugma,Fire,Lava Pokémon,0.7,"2,04",35.0,77.2,1. Magma Armor2. Flame BodyWeak Armor (hidden ability),211 (Gold/Silver/Crystal)103 (Ruby/Sapphire/Emerald)216 (HeartGold/SoulSilver)012 (X/Y — Mountain Kalos)108 (Omega Ruby/Alpha Sapphire),1 Special Attack,190.0,"24.8% with PokéBall, full HP",50.0,normal,50.0,Medium Fast,Amorphous,50,50.0,20.0,"4,884–5,140 steps",40.0,190.0,284.0,40.0,76.0,196.0,40.0,76.0,196.0,70.0,130.0,262.0,40.0,76.0,196.0,20.0,40.0,152.0,https://img.pokemondb.net/artwork/slugma.jpg,2.0
219,Magcargo,Fire Rock,Lava Pokémon,0.8,"2,07",55.0,121.3,1. Magma Armor2. Flame BodyWeak Armor (hidden ability),212 (Gold/Silver/Crystal)104 (Ruby/Sapphire/Emerald)217 (HeartGold/SoulSilver)013 (X/Y — Mountain Kalos)109 (Omega Ruby/Alpha Sapphire),2 Defense,75.0,"9.8% with PokéBall, full HP",50.0,normal,151.0,Medium Fast,Amorphous,50,50.0,20.0,"4,884–5,140 steps",60.0,230.0,324.0,50.0,94.0,218.0,120.0,220.0,372.0,90.0,166.0,306.0,80.0,148.0,284.0,30.0,58.0,174.0,https://img.pokemondb.net/artwork/magcargo.jpg,2.0
220,Swinub,Ice Ground,Pig Pokémon,0.4,"1,04",6.5,14.3,1. Oblivious2. Snow CloakThick Fat (hidden ability),191 (Gold/Silver/Crystal)203 (Platinum)195 (HeartGold/SoulSilver)258 (Black 2/White 2)076 (X/Y — Mountain Kalos)075 (Sword/Shield)212 (Legends: Arceus)007 (The Crown Tundra),1 Attack,225.0,"29.4% with PokéBall, full HP",50.0,normal,50.0,Slow,Field,50,50.0,20.0,"4,884–5,140 steps",50.0,210.0,304.0,50.0,94.0,218.0,40.0,76.0,196.0,30.0,58.0,174.0,30.0,58.0,174.0,50.0,94.0,218.0,https://img.pokemondb.net/artwork/swinub.jpg,2.0
221,Piloswine,Ice Ground,Swine Pokémon,1.1,"3,07",55.8,123.0,1. Oblivious2. Snow CloakThick Fat (hidden ability),192 (Gold/Silver/Crystal)204 (Platinum)196 (HeartGold/SoulSilver)259 (Black 2/White 2)077 (X/Y — Mountain Kalos)076 (Sword/Shield)213 (Legends: Arceus)008 (The Crown Tundra),"1 HP, 1 Attack",75.0,"9.8% with PokéBall, full HP",50.0,normal,158.0,Slow,Field,50,50.0,20.0,"4,884–5,140 steps",100.0,310.0,404.0,100.0,184.0,328.0,80.0,148.0,284.0,60.0,112.0,240.0,60.0,112.0,240.0,50.0,94.0,218.0,https://img.pokemondb.net/artwork/piloswine.jpg,2.0
222,Corsola,Water Rock,Coral Pokémon,0.6,"2,00",5.0,11.0,1. Hustle2. Natural CureRegenerator (hidden ability),171 (Gold/Silver/Crystal)180 (Ruby/Sapphire/Emerald)173 (HeartGold/SoulSilver)237 (Black 2/White 2)146 (X/Y — Coastal Kalos)189 (Omega Ruby/Alpha Sapphire)112 (Sun/Moon — Alola dex)135 (U.Sun/U.Moon — Alola dex)236 (Sword/Shield),"1 Defense, 1 Special Defense",60.0,"7.8% with PokéBall, full HP",50.0,normal,144.0,Fast,"Water 1, Water 3",25,75.0,20.0,"4,884–5,140 steps",65.0,240.0,334.0,55.0,103.0,229.0,95.0,175.0,317.0,65.0,121.0,251.0,95.0,175.0,317.0,35.0,67.0,185.0,https://img.pokemondb.net/artwork/corsola.jpg,2.0
223,Remoraid,Water,Jet Pokémon,0.6,"2,00",12.0,26.5,1. Hustle2. SniperMoody (hidden ability),172 (Gold/Silver/Crystal)132 (Diamond/Pearl)132 (Platinum)174 (HeartGold/SoulSilver)235 (Black 2/White 2)144 (X/Y — Coastal Kalos)143 (U.Sun/U.Moon — Alola dex)148 (Sword/Shield)132 (Brilliant Diamond/Shining Pearl)146 (Legends: Arceus)044 (The Isle of Armor),1 Special Attack,190.0,"24.8% with PokéBall, full HP",50.0,normal,60.0,Medium Fast,"Water 1, Water 2",50,50.0,20.0,"4,884–5,140 steps",35.0,180.0,274.0,65.0,121.0,251.0,35.0,67.0,185.0,65.0,121.0,251.0,35.0,67.0,185.0,65.0,121.0,251.0,https://img.pokemondb.net/artwork/remoraid.jpg,2.0
224,Octillery,Water,Jet Pokémon,0.9,"2,11",28.5,62.8,1. Suction Cups2. SniperMoody (hidden ability),173 (Gold/Silver/Crystal)133 (Diamond/Pearl)133 (Platinum)175 (HeartGold/SoulSilver)236 (Black 2/White 2)145 (X/Y — Coastal Kalos)144 (U.Sun/U.Moon — Alola dex)149 (Sword/Shield)133 (Brilliant Diamond/Shining Pearl)147 (Legends: Arceus)045 (The Isle of Armor),"1 Attack, 1 Special Attack",75.0,"9.8% with PokéBall, full HP",50.0,normal,168.0,Medium Fast,"Water 1, Water 2",50,50.0,20.0,"4,884–5,140 steps",75.0,260.0,354.0,105.0,193.0,339.0,75.0,139.0,273.0,105.0,193.0,339.0,75.0,139.0,273.0,45.0,85.0,207.0,https://img.pokemondb.net/artwork/octillery.jpg,2.0
225,Delibird,Ice Flying,Delivery Pokémon,0.9,"2,11",16.0,35.3,1. Vital Spirit2. HustleInsomnia (hidden ability),190 (Gold/Silver/Crystal)194 (HeartGold/SoulSilver)254 (Black 2/White 2)090 (X/Y — Mountain Kalos)081 (Sun/Moon — Alola dex)095 (U.Sun/U.Moon — Alola dex)078 (Sword/Shield)120 (The Crown Tundra),1 Speed,45.0,"5.9% with PokéBall, full HP",50.0,normal,116.0,Fast,"Field, Water 1",50,50.0,20.0,"4,884–5,140 steps",45.0,200.0,294.0,55.0,103.0,229.0,45.0,85.0,207.0,65.0,121.0,251.0,45.0,85.0,207.0,75.0,139.0,273.0,https://img.pokemondb.net/artwork/delibird.jpg,2.0
226,Mantine,Water Flying,Kite Pokémon,2.1,"6,11",220.0,485.0,1. Swift Swim2. Water AbsorbWater Veil (hidden ability),197 (Gold/Silver/Crystal)141 (Diamond/Pearl)141 (Platinum)202 (HeartGold/SoulSilver)234 (Black 2/White 2)140 (X/Y — Coastal Kalos)146 (U.Sun/U.Moon — Alola dex)355 (Sword/Shield)141 (Brilliant Diamond/Shining Pearl)165 (Legends: Arceus)047 (The Isle of Armor),2 Special Defense,25.0,"3.3% with PokéBall, full HP",50.0,normal,170.0,Slow,Water 1,50,50.0,25.0,"6,169–6,425 steps",85.0,280.0,374.0,40.0,76.0,196.0,70.0,130.0,262.0,80.0,148.0,284.0,140.0,256.0,416.0,70.0,130.0,262.0,https://img.pokemondb.net/artwork/mantine.jpg,2.0
227,Skarmory,Steel Flying,Armor Bird Pokémon,1.7,"5,07",50.5,111.3,1. Keen Eye2. SturdyWeak Armor (hidden ability),198 (Gold/Silver/Crystal)115 (Ruby/Sapphire/Emerald)203 (HeartGold/SoulSilver)203 (Black 2/White 2)112 (X/Y — Mountain Kalos)120 (Omega Ruby/Alpha Sapphire)208 (Sun/Moon — Alola dex)270 (U.Sun/U.Moon — Alola dex)153 (The Isle of Armor),2 Defense,25.0,"3.3% with PokéBall, full HP",50.0,normal,163.0,Slow,Flying,50,50.0,25.0,"6,169–6,425 steps",65.0,240.0,334.0,80.0,148.0,284.0,140.0,256.0,416.0,40.0,76.0,196.0,70.0,130.0,262.0,70.0,130.0,262.0,https://img.pokemondb.net/artwork/skarmory.jpg,2.0
228,Houndour,Dark Fire,Dark Pokémon,0.6,"2,00",10.8,23.8,1. Early Bird2. Flash FireUnnerve (hidden ability),209 (Gold/Silver/Crystal)176 (Platinum)214 (HeartGold/SoulSilver)075 (X/Y — Coastal Kalos)289 (U.Sun/U.Moon — Alola dex),1 Special Attack,120.0,"15.7% with PokéBall, full HP",35.0,lower than normal,66.0,Slow,Field,50,50.0,20.0,"4,884–5,140 steps",45.0,200.0,294.0,60.0,112.0,240.0,30.0,58.0,174.0,80.0,148.0,284.0,50.0,94.0,218.0,65.0,121.0,251.0,https://img.pokemondb.net/artwork/houndour.jpg,2.0
229,Houndoom,Dark Fire,Dark Pokémon,1.4,"4,07",35.0,77.2,1. Early Bird2. Flash FireUnnerve (hidden ability),210 (Gold/Silver/Crystal)177 (Platinum)215 (HeartGold/SoulSilver)076 (X/Y — Coastal Kalos)290 (U.Sun/U.Moon — Alola dex),2 Special Attack,45.0,"5.9% with PokéBall, full HP",35.0,lower than normal,175.0,Slow,Field,50,50.0,20.0,"4,884–5,140 steps",75.0,260.0,354.0,90.0,166.0,306.0,50.0,94.0,218.0,110.0,202.0,350.0,80.0,148.0,284.0,95.0,175.0,317.0,https://img.pokemondb.net/artwork/houndoom.jpg,2.0
230,Kingdra,Water Dragon,Dragon Pokémon,1.8,"5,11",152.0,335.1,1. Swift Swim2. SniperDamp (hidden ability),188 (Gold/Silver/Crystal)186 (Ruby/Sapphire/Emerald)192 (HeartGold/SoulSilver)041 (X/Y — Coastal Kalos)195 (Omega Ruby/Alpha Sapphire)200 (The Isle of Armor),"1 Attack, 1 Special Attack, 1 Special Defense",45.0,"5.9% with PokéBall, full HP",50.0,normal,243.0,Medium Fast,"Dragon, Water 1",50,50.0,20.0,"4,884–5,140 steps",75.0,260.0,354.0,95.0,175.0,317.0,95.0,175.0,317.0,95.0,175.0,317.0,95.0,175.0,317.0,85.0,157.0,295.0,https://img.pokemondb.net/artwork/kingdra.jpg,2.0
231,Phanpy,Ground,Long Nose Pokémon,0.5,"1,08",33.5,73.9,1. PickupSand Veil (hidden ability),195 (Gold/Silver/Crystal)165 (Ruby/Sapphire/Emerald)200 (HeartGold/SoulSilver)172 (Omega Ruby/Alpha Sapphire),1 HP,120.0,"15.7% with PokéBall, full HP",50.0,normal,66.0,Medium Fast,Field,50,50.0,20.0,"4,884–5,140 steps",90.0,290.0,384.0,60.0,112.0,240.0,60.0,112.0,240.0,40.0,76.0,196.0,40.0,76.0,196.0,40.0,76.0,196.0,https://img.pokemondb.net/artwork/phanpy.jpg,2.0
232,Donphan,Ground,Armor Pokémon,1.1,"3,07",120.0,264.6,1. SturdySand Veil (hidden ability),196 (Gold/Silver/Crystal)166 (Ruby/Sapphire/Emerald)201 (HeartGold/SoulSilver)173 (Omega Ruby/Alpha Sapphire),"1 Attack, 1 Defense",60.0,"7.8% with PokéBall, full HP",50.0,normal,175.0,Medium Fast,Field,50,50.0,20.0,"4,884–5,140 steps",90.0,290.0,384.0,120.0,220.0,372.0,120.0,220.0,372.0,60.0,112.0,240.0,60.0,112.0,240.0,50.0,94.0,218.0,https://img.pokemondb.net/artwork/donphan.jpg,2.0
233,Porygon2,Normal,Virtual Pokémon,0.6,"2,00",32.5,71.7,1. Trace2. DownloadAnalytic (hidden ability),216 (Gold/Silver/Crystal)193 (Platinum)221 (HeartGold/SoulSilver)218 (Sun/Moon — Alola dex)282 (U.Sun/U.Moon — Alola dex)134 (Legends: Arceus)209 (The Isle of Armor),2 Special Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,180.0,Medium Fast,Mineral,Genderless,,20.0,"4,884–5,140 steps",85.0,280.0,374.0,80.0,148.0,284.0,90.0,166.0,306.0,105.0,193.0,339.0,95.0,175.0,317.0,60.0,112.0,240.0,https://img.pokemondb.net/artwork/porygon2.jpg,2.0
234,Stantler,Normal,Big Horn Pokémon,1.4,"4,07",71.2,157.0,1. Intimidate2. FriskSap Sipper (hidden ability),129 (Gold/Silver/Crystal)131 (HeartGold/SoulSilver)049 (Legends: Arceus),1 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,163.0,Slow,Field,50,50.0,20.0,"4,884–5,140 steps",73.0,256.0,350.0,95.0,175.0,317.0,62.0,116.0,245.0,85.0,157.0,295.0,65.0,121.0,251.0,85.0,157.0,295.0,https://img.pokemondb.net/artwork/stantler.jpg,2.0
235,Smeargle,Normal,Painter Pokémon,1.2,"3,11",58.0,127.9,1. Own Tempo2. TechnicianMoody (hidden ability),157 (Gold/Silver/Crystal)159 (HeartGold/SoulSilver)124 (X/Y — Central Kalos)058 (Sun/Moon — Alola dex)070 (U.Sun/U.Moon — Alola dex),1 Speed,45.0,"5.9% with PokéBall, full HP",50.0,normal,88.0,Fast,Field,50,50.0,20.0,"4,884–5,140 steps",55.0,220.0,314.0,20.0,40.0,152.0,35.0,67.0,185.0,20.0,40.0,152.0,45.0,85.0,207.0,75.0,139.0,273.0,https://img.pokemondb.net/artwork/smeargle.jpg,2.0
236,Tyrogue,Fighting,Scuffle Pokémon,0.7,"2,04",21.0,46.3,1. Guts2. SteadfastVital Spirit (hidden ability),143 (Gold/Silver/Crystal)145 (HeartGold/SoulSilver)107 (Sword/Shield),1 Attack,75.0,"9.8% with PokéBall, full HP",50.0,normal,42.0,Medium Fast,Undiscovered,100,0.0,25.0,"6,169–6,425 steps",35.0,180.0,274.0,35.0,67.0,185.0,35.0,67.0,185.0,35.0,67.0,185.0,35.0,67.0,185.0,35.0,67.0,185.0,https://img.pokemondb.net/artwork/tyrogue.jpg,2.0
237,Hitmontop,Fighting,Handstand Pokémon,1.4,"4,07",48.0,105.8,1. Intimidate2. TechnicianSteadfast (hidden ability),146 (Gold/Silver/Crystal)148 (HeartGold/SoulSilver)110 (Sword/Shield),2 Special Defense,45.0,"5.9% with PokéBall, full HP",50.0,normal,159.0,Medium Fast,Human-Like,100,0.0,25.0,"6,169–6,425 steps",50.0,210.0,304.0,95.0,175.0,317.0,95.0,175.0,317.0,35.0,67.0,185.0,110.0,202.0,350.0,70.0,130.0,262.0,https://img.pokemondb.net/artwork/hitmontop.jpg,2.0
238,Smoochum,Ice Psychic,Kiss Pokémon,0.4,"1,04",6.0,13.2,1. Oblivious2. ForewarnHydration (hidden ability),152 (Gold/Silver/Crystal)154 (HeartGold/SoulSilver)083 (X/Y — Mountain Kalos)109 (U.Sun/U.Moon — Alola dex)013 (The Crown Tundra),1 Special Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,61.0,Medium Fast,Undiscovered,0,100.0,25.0,"6,169–6,425 steps",45.0,200.0,294.0,30.0,58.0,174.0,15.0,31.0,141.0,85.0,157.0,295.0,65.0,121.0,251.0,65.0,121.0,251.0,https://img.pokemondb.net/artwork/smoochum.jpg,2.0
239,Elekid,Electric,Electric Pokémon,0.6,"2,00",23.5,51.8,1. StaticVital Spirit (hidden ability),154 (Gold/Silver/Crystal)197 (Platinum)156 (HeartGold/SoulSilver)056 (Black 2/White 2)226 (Sun/Moon — Alola dex)295 (U.Sun/U.Moon — Alola dex)182 (Legends: Arceus)015 (The Crown Tundra),1 Speed,45.0,"5.9% with PokéBall, full HP",50.0,normal,72.0,Medium Fast,Undiscovered,75,25.0,25.0,"6,169–6,425 steps",45.0,200.0,294.0,63.0,117.0,247.0,37.0,71.0,190.0,65.0,121.0,251.0,55.0,103.0,229.0,95.0,175.0,317.0,https://img.pokemondb.net/artwork/elekid.jpg,2.0
240,Magby,Fire,Live Coal Pokémon,0.7,"2,04",21.4,47.2,1. Flame BodyVital Spirit (hidden ability),150 (Gold/Silver/Crystal)200 (Platinum)152 (HeartGold/SoulSilver)053 (Black 2/White 2)166 (Sun/Moon — Alola dex)200 (U.Sun/U.Moon — Alola dex)174 (Legends: Arceus)018 (The Crown Tundra),1 Speed,45.0,"5.9% with PokéBall, full HP",50.0,normal,73.0,Medium Fast,Undiscovered,75,25.0,25.0,"6,169–6,425 steps",45.0,200.0,294.0,75.0,139.0,273.0,37.0,71.0,190.0,70.0,130.0,262.0,55.0,103.0,229.0,83.0,153.0,291.0,https://img.pokemondb.net/artwork/magby.jpg,2.0
241,Miltank,Normal,Milk Cow Pokémon,1.2,"3,11",75.5,166.4,1. Thick Fat2. ScrappySap Sipper (hidden ability),149 (Gold/Silver/Crystal)151 (HeartGold/SoulSilver)126 (X/Y — Coastal Kalos)138 (Sun/Moon — Alola dex)171 (U.Sun/U.Moon — Alola dex)117 (The Isle of Armor),2 Defense,45.0,"5.9% with PokéBall, full HP",50.0,normal,172.0,Slow,Field,0,100.0,20.0,"4,884–5,140 steps",95.0,300.0,394.0,80.0,148.0,284.0,105.0,193.0,339.0,40.0,76.0,196.0,70.0,130.0,262.0,100.0,184.0,328.0,https://img.pokemondb.net/artwork/miltank.jpg,2.0
242,Blissey,Normal,Happiness Pokémon,1.5,"4,11",46.8,103.2,1. Natural Cure2. Serene GraceHealer (hidden ability),218 (Gold/Silver/Crystal)098 (Diamond/Pearl)098 (Platinum)223 (HeartGold/SoulSilver)034 (Sun/Moon — Alola dex)041 (U.Sun/U.Moon — Alola dex)098 (Brilliant Diamond/Shining Pearl)088 (Legends: Arceus)008 (The Isle of Armor),3 HP,30.0,"3.9% with PokéBall, full HP",140.0,higher than normal,608.0,Fast,Fairy,0,100.0,40.0,"10,024–10,280 steps",255.0,620.0,714.0,10.0,22.0,130.0,10.0,22.0,130.0,75.0,139.0,273.0,135.0,247.0,405.0,55.0,103.0,229.0,https://img.pokemondb.net/artwork/blissey.jpg,2.0
243,Raikou,Electric,Thunder Pokémon,1.9,"6,03",178.0,392.4,1. PressureInner Focus (hidden ability),238 (Gold/Silver/Crystal)243 (HeartGold/SoulSilver),"1 Special Attack, 2 Speed",3.0,"0.4% with PokéBall, full HP",35.0,lower than normal,261.0,Slow,Undiscovered,Genderless,,80.0,"20,304–20,560 steps",90.0,290.0,384.0,85.0,157.0,295.0,75.0,139.0,273.0,115.0,211.0,361.0,100.0,184.0,328.0,115.0,211.0,361.0,https://img.pokemondb.net/artwork/raikou.jpg,2.0
244,Entei,Fire,Volcano Pokémon,2.1,"6,11",198.0,436.5,1. PressureInner Focus (hidden ability),239 (Gold/Silver/Crystal)244 (HeartGold/SoulSilver),"1 HP, 2 Attack",3.0,"0.4% with PokéBall, full HP",35.0,lower than normal,261.0,Slow,Undiscovered,Genderless,,80.0,"20,304–20,560 steps",115.0,340.0,434.0,115.0,211.0,361.0,85.0,157.0,295.0,90.0,166.0,306.0,75.0,139.0,273.0,100.0,184.0,328.0,https://img.pokemondb.net/artwork/entei.jpg,2.0
245,Suicune,Water,Aurora Pokémon,2.0,"6,07",187.0,412.3,1. PressureInner Focus (hidden ability),240 (Gold/Silver/Crystal)245 (HeartGold/SoulSilver),"1 Defense, 2 Special Defense",3.0,"0.4% with PokéBall, full HP",35.0,lower than normal,261.0,Slow,Undiscovered,Genderless,,80.0,"20,304–20,560 steps",100.0,310.0,404.0,75.0,139.0,273.0,115.0,211.0,361.0,90.0,166.0,306.0,115.0,211.0,361.0,85.0,157.0,295.0,https://img.pokemondb.net/artwork/suicune.jpg,2.0
246,Larvitar,Rock Ground,Rock Skin Pokémon,0.6,"2,00",72.0,158.7,1. GutsSand Veil (hidden ability),244 (Gold/Silver/Crystal)249 (HeartGold/SoulSilver)292 (Black 2/White 2)102 (X/Y — Mountain Kalos)247 (U.Sun/U.Moon — Alola dex)383 (Sword/Shield)139 (The Crown Tundra),1 Attack,45.0,"5.9% with PokéBall, full HP",35.0,lower than normal,60.0,Slow,Monster,50,50.0,40.0,"10,024–10,280 steps",50.0,210.0,304.0,64.0,119.0,249.0,50.0,94.0,218.0,45.0,85.0,207.0,50.0,94.0,218.0,41.0,78.0,199.0,https://img.pokemondb.net/artwork/larvitar.jpg,2.0
247,Pupitar,Rock Ground,Hard Shell Pokémon,1.2,"3,11",152.0,335.1,1. Shed Skin,245 (Gold/Silver/Crystal)250 (HeartGold/SoulSilver)293 (Black 2/White 2)103 (X/Y — Mountain Kalos)248 (U.Sun/U.Moon — Alola dex)384 (Sword/Shield)140 (The Crown Tundra),2 Attack,45.0,"5.9% with PokéBall, full HP",35.0,lower than normal,144.0,Slow,Monster,50,50.0,40.0,"10,024–10,280 steps",70.0,250.0,344.0,84.0,155.0,293.0,70.0,130.0,262.0,65.0,121.0,251.0,70.0,130.0,262.0,51.0,96.0,221.0,https://img.pokemondb.net/artwork/pupitar.jpg,2.0
248,Tyranitar,Rock Dark,Armor Pokémon,2.0,"6,07",202.0,445.3,1. Sand StreamUnnerve (hidden ability),246 (Gold/Silver/Crystal)251 (HeartGold/SoulSilver)294 (Black 2/White 2)104 (X/Y — Mountain Kalos)249 (U.Sun/U.Moon — Alola dex)385 (Sword/Shield)141 (The Crown Tundra),3 Attack,45.0,"5.9% with PokéBall, full HP",35.0,lower than normal,270.0,Slow,Monster,50,50.0,40.0,"10,024–10,280 steps",100.0,310.0,404.0,134.0,245.0,403.0,110.0,202.0,350.0,95.0,175.0,317.0,100.0,184.0,328.0,61.0,114.0,243.0,https://img.pokemondb.net/artwork/tyranitar.jpg,2.0
249,Lugia,Psychic Flying,Diving Pokémon,5.2,"17,01",216.0,476.2,1. PressureMultiscale (hidden ability),247 (Gold/Silver/Crystal)252 (HeartGold/SoulSilver),3 Special Defense,3.0,"0.4% with PokéBall, full HP",0.0,lower than normal,306.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",106.0,322.0,416.0,90.0,166.0,306.0,130.0,238.0,394.0,90.0,166.0,306.0,154.0,281.0,447.0,110.0,202.0,350.0,https://img.pokemondb.net/artwork/lugia.jpg,2.0
250,Ho-oh,Fire Flying,Rainbow Pokémon,3.8,"12,06",199.0,438.7,1. PressureRegenerator (hidden ability),248 (Gold/Silver/Crystal)253 (HeartGold/SoulSilver),3 Special Defense,3.0,"0.4% with PokéBall, full HP",0.0,lower than normal,306.0,Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",106.0,322.0,416.0,130.0,238.0,394.0,90.0,166.0,306.0,110.0,202.0,350.0,154.0,281.0,447.0,90.0,166.0,306.0,https://img.pokemondb.net/artwork/ho-oh.jpg,2.0
251,Celebi,Psychic Grass,Time Travel Pokémon,0.6,"2,00",5.0,11.0,1. Natural Cure,251 (Gold/Silver/Crystal)256 (HeartGold/SoulSilver),3 HP,45.0,"5.9% with PokéBall, full HP",100.0,higher than normal,270.0,Medium Slow,Undiscovered,Genderless,,120.0,"30,584–30,840 steps",100.0,310.0,404.0,100.0,184.0,328.0,100.0,184.0,328.0,100.0,184.0,328.0,100.0,184.0,328.0,100.0,184.0,328.0,https://img.pokemondb.net/artwork/celebi.jpg,2.0
