,National №,Type,Species,Height in m,Height in pouce,Weight in kg,Weight in lbs,Abilities,Local №,EV yield,Catch rate,Catch rate details,Base Friendship,Base Friendship text,Base Exp.,Growth Rate,Egg Groups,Gender % male,Gender % female,Egg cycles,Egg cycles details,HP,HP Min,HP Max,Attack,Attack Min,Attack Max,Defense,Defense Min,Defense Max,Sp. Atk,Sp. Atk Min,Sp. Atk Max,Sp. Def,Sp. Def Min,Sp. Def Max,Speed,Speed Min,Speed Max,Name,img_url,Generation
243,244,Fire,Volcano,2.1,6.11,198.0,436.5,1. PressureInner Focus (hidden ability),239 (Gold/Silver/Crystal)244 (HeartGold/SoulSilver),"1 HP, 2 Attack",3,"0.4% with PokéBall, full HP",35,lower than normal,261,Slow,Undiscovered,Genderless,,80,"20,304–20,560 steps",115,340,434,115,211,361,85,157,295,90,166,306,75,139,273,100,184,328,Entei,https://img.pokemondb.net/artwork/entei.jpg,
244,245,Water,Aurora,2.0,6.07,187.0,412.3,1. PressureInner Focus (hidden ability),240 (Gold/Silver/Crystal)245 (HeartGold/SoulSilver),"1 Defense, 2 Special Defense",3,"0.4% with PokéBall, full HP",35,lower than normal,261,Slow,Undiscovered,Genderless,,80,"20,304–20,560 steps",100,310,404,75,139,273,115,211,361,90,166,306,115,211,361,85,157,295,Suicune,https://img.pokemondb.net/artwork/suicune.jpg,
245,246,Rock Ground,Rock Skin,0.6,2.00,72.0,158.7,1. GutsSand Veil (hidden ability),244 (Gold/Silver/Crystal)249 (HeartGold/SoulSilver)292 (Black 2/White 2)102 (X/Y — Mountain Kalos)247 (U.Sun/U.Moon — Alola dex)383 (Sword/Shield)139 (The Crown Tundra),1 Attack,45,"5.9% with PokéBall, full HP",35,lower than normal,60,Slow,Monster,50,50,40,"10,024–10,280 steps",50,210,304,64,119,249,50,94,218,45,85,207,50,94,218,41,78,199,Larvitar,https://img.pokemondb.net/artwork/larvitar.jpg,
246,247,Rock Ground,Hard Shell,1.2,3.11,152.0,335.1,1. Shed Skin,245 (Gold/Silver/Crystal)250 (HeartGold/SoulSilver)293 (Black 2/White 2)103 (X/Y — Mountain Kalos)248 (U.Sun/U.Moon — Alola dex)384 (Sword/Shield)140 (The Crown Tundra),2 Attack,45,"5.9% with PokéBall, full HP",35,lower than normal,144,Slow,Monster,50,50,40,"10,024–10,280 steps",70,250,344,84,155,293,70,130,262,65,121,251,70,130,262,51,96,221,Pupitar,https://img.pokemondb.net/artwork/pupitar.jpg,
247,248,Rock Dark,Armor,2.0,6.07,202.0,445.3,1. Sand StreamUnnerve (hidden ability),246 (Gold/Silver/Crystal)251 (HeartGold/SoulSilver)294 (Black 2/White 2)104 (X/Y — Mountain Kalos)249 (U.Sun/U.Moon — Alola dex)385 (Sword/Shield)141 (The Crown Tundra),3 Attack,45,"5.9% with PokéBall, full HP",35,lower than normal,270,Slow,Monster,50,50,40,"10,024–10,280 steps",100,310,404,134,245,403,110,202,350,95,175,317,100,184,328,61,114,243,Tyranitar,https://img.pokemondb.net/artwork/tyranitar.jpg,
248,249,Psychic Flying,Diving,5.2,17.01,216.0,476.2,1. PressureMultiscale (hidden ability),247 (Gold/Silver/Crystal)252 (HeartGold/SoulSilver),3 Special Defense,3,"0.4% with PokéBall, full HP",0,lower than normal,306,Slow,Undiscovered,Genderless,,120,"30,584–30,840 steps",106,322,416,90,166,306,130,238,394,90,166,306,154,281,447,110,202,350,Lugia,https://img.pokemondb.net/artwork/lugia.jpg,
249,250,Fire Flying,Rainbow,3.8,12.06,199.0,438.7,1. PressureRegenerator (hidden ability),248 (Gold/Silver/Crystal)253 (HeartGold/SoulSilver),3 Special Defense,3,"0.4% with PokéBall, full HP",0,lower than normal,306,Slow,Undiscovered,Genderless,,120,"30,584–30,840 steps",106,322,416,130,238,394,90,166,306,110,202,350,154,281,447,90,166,306,Ho-oh,https://img.pokemondb.net/artwork/ho-oh.jpg,
250,251,Psychic Grass,Time Travel,0.6,2.00,5.0,11.0,1. Natural Cure,251 (Gold/Silver/Crystal)256 (HeartGold/SoulSilver),3 HP,45,"5.9% with PokéBall, full HP",100,higher than normal,270,Medium Slow,Undiscovered,Genderless,,120,"30,584–30,840 steps",100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,Celebi,https://img.pokemondb.net/artwork/celebi.jpg,
251,252,Grass,Wood Gecko,0.5,1.08,5.0,11.0,1. OvergrowUnburden (hidden ability),001 (Ruby/Sapphire/Emerald)001 (Omega Ruby/Alpha Sapphire),1 Speed,45,"5.9% with PokéBall, full HP",50,normal,62,Medium Slow,"Dragon, Monster",87.5,12.5,20,"4,884–5,140 steps",40,190,284,45,85,207,35,67,185,65,121,251,55,103,229,70,130,262,Treecko,https://img.pokemondb.net/artwork/treecko.jpg,
252,253,Grass,Wood Gecko,0.9,2.11,21.6,47.6,1. OvergrowUnburden (hidden ability),002 (Ruby/Sapphire/Emerald)002 (Omega Ruby/Alpha Sapphire),2 Speed,45,"5.9% with PokéBall, full HP",50,normal,142,Medium Slow,"Dragon, Monster",87.5,12.5,20,"4,884–5,140 steps",50,210,304,65,121,251,45,85,207,85,157,295,65,121,251,95,175,317,Grovyle,https://img.pokemondb.net/artwork/grovyle.jpg,
253,254,Grass,Forest,1.7,5.07,52.2,115.1,1. OvergrowUnburden (hidden ability),003 (Ruby/Sapphire/Emerald)003 (Omega Ruby/Alpha Sapphire),3 Speed,45,"5.9% with PokéBall, full HP",50,normal,239,Medium Slow,"Dragon, Monster",87.5,12.5,20,"4,884–5,140 steps",70,250,344,85,157,295,65,121,251,105,193,339,85,157,295,120,220,372,Sceptile,https://img.pokemondb.net/artwork/sceptile.jpg,
254,255,Fire,Chick,0.4,1.04,2.5,5.5,1. BlazeSpeed Boost (hidden ability),004 (Ruby/Sapphire/Emerald)004 (Omega Ruby/Alpha Sapphire),1 Special Attack,45,"5.9% with PokéBall, full HP",50,normal,62,Medium Slow,Field,87.5,12.5,20,"4,884–5,140 steps",45,200,294,60,112,240,40,76,196,70,130,262,50,94,218,45,85,207,Torchic,https://img.pokemondb.net/artwork/torchic.jpg,
255,256,Fire Fighting,Young Fowl,0.9,2.11,19.5,43.0,1. BlazeSpeed Boost (hidden ability),005 (Ruby/Sapphire/Emerald)005 (Omega Ruby/Alpha Sapphire),"1 Attack, 1 Special Attack",45,"5.9% with PokéBall, full HP",50,normal,142,Medium Slow,Field,87.5,12.5,20,"4,884–5,140 steps",60,230,324,85,157,295,60,112,240,85,157,295,60,112,240,55,103,229,Combusken,https://img.pokemondb.net/artwork/combusken.jpg,
256,257,Fire Fighting,Blaze,1.9,6.03,52.0,114.6,1. BlazeSpeed Boost (hidden ability),006 (Ruby/Sapphire/Emerald)006 (Omega Ruby/Alpha Sapphire),3 Attack,45,"5.9% with PokéBall, full HP",50,normal,239,Medium Slow,Field,87.5,12.5,20,"4,884–5,140 steps",80,270,364,120,220,372,70,130,262,110,202,350,70,130,262,80,148,284,Blaziken,https://img.pokemondb.net/artwork/blaziken.jpg,
257,258,Water,Mud Fish,0.4,1.04,7.6,16.8,1. TorrentDamp (hidden ability),007 (Ruby/Sapphire/Emerald)007 (Omega Ruby/Alpha Sapphire),1 Attack,45,"5.9% with PokéBall, full HP",50,normal,62,Medium Slow,"Monster, Water 1",87.5,12.5,20,"4,884–5,140 steps",50,210,304,70,130,262,50,94,218,50,94,218,50,94,218,40,76,196,Mudkip,https://img.pokemondb.net/artwork/mudkip.jpg,
258,259,Water Ground,Mud Fish,0.7,2.04,28.0,61.7,1. TorrentDamp (hidden ability),008 (Ruby/Sapphire/Emerald)008 (Omega Ruby/Alpha Sapphire),2 Attack,45,"5.9% with PokéBall, full HP",50,normal,142,Medium Slow,"Monster, Water 1",87.5,12.5,20,"4,884–5,140 steps",70,250,344,85,157,295,70,130,262,60,112,240,70,130,262,50,94,218,Marshtomp,https://img.pokemondb.net/artwork/marshtomp.jpg,
259,260,Water Ground,Mud Fish,1.5,4.11,81.9,180.6,1. TorrentDamp (hidden ability),009 (Ruby/Sapphire/Emerald)009 (Omega Ruby/Alpha Sapphire),3 Attack,45,"5.9% with PokéBall, full HP",50,normal,241,Medium Slow,"Monster, Water 1",87.5,12.5,20,"4,884–5,140 steps",100,310,404,110,202,350,90,166,306,85,157,295,90,166,306,60,112,240,Swampert,https://img.pokemondb.net/artwork/swampert.jpg,
260,261,Dark,Bite,0.5,1.08,13.6,30.0,1. Run Away2. Quick FeetRattled (hidden ability),010 (Ruby/Sapphire/Emerald)044 (X/Y — Mountain Kalos)010 (Omega Ruby/Alpha Sapphire),1 Attack,255,"33.3% with PokéBall, full HP",50,normal,56,Medium Fast,Field,50,50,15,"3,599–3,855 steps",35,180,274,55,103,229,35,67,185,30,58,174,30,58,174,35,67,185,Poochyena,https://img.pokemondb.net/artwork/poochyena.jpg,
261,262,Dark,Bite,1.0,3.03,37.0,81.6,1. Intimidate2. Quick FeetMoxie (hidden ability),011 (Ruby/Sapphire/Emerald)045 (X/Y — Mountain Kalos)011 (Omega Ruby/Alpha Sapphire),2 Attack,127,"16.6% with PokéBall, full HP",50,normal,147,Medium Fast,Field,50,50,15,"3,599–3,855 steps",70,250,344,90,166,306,70,130,262,60,112,240,60,112,240,70,130,262,Mightyena,https://img.pokemondb.net/artwork/mightyena.jpg,
262,263,Normal,TinyRaccoon,0.4,1.04,17.5,38.6,1. Pickup2. GluttonyQuick Feet (hidden ability),012 (Ruby/Sapphire/Emerald)012 (X/Y — Central Kalos)012 (Omega Ruby/Alpha Sapphire)031 (Sword/Shield)071 (The Crown Tundra),1 Speed,255,"33.3% with PokéBall, full HP",50,normal,56,Medium Fast,Field,50,50,15,"3,599–3,855 steps",38,186,280,30,58,174,41,78,199,30,58,174,41,78,199,60,112,240,Zigzagoon,https://img.pokemondb.net/artwork/zigzagoon.jpg,
263,264,Normal,Rushing,0.5,1.08,32.5,71.7,1. Pickup2. GluttonyQuick Feet (hidden ability),013 (Ruby/Sapphire/Emerald)013 (X/Y — Central Kalos)013 (Omega Ruby/Alpha Sapphire)032 (Sword/Shield)072 (The Crown Tundra),2 Speed,90,"11.8% with PokéBall, full HP",50,normal,147,Medium Fast,Field,50,50,15,"3,599–3,855 steps",78,266,360,70,130,262,61,114,243,50,94,218,61,114,243,100,184,328,Linoone,https://img.pokemondb.net/artwork/linoone.jpg,
264,265,Bug,Worm,0.3,1.00,3.6,7.9,1. Shield DustRun Away (hidden ability),014 (Ruby/Sapphire/Emerald)048 (Diamond/Pearl)048 (Platinum)014 (Omega Ruby/Alpha Sapphire)048 (Brilliant Diamond/Shining Pearl)018 (Legends: Arceus),1 HP,255,"33.3% with PokéBall, full HP",50,normal,56,Medium Fast,Bug,50,50,15,"3,599–3,855 steps",45,200,294,45,85,207,35,67,185,20,40,152,30,58,174,20,40,152,Wurmple,https://img.pokemondb.net/artwork/wurmple.jpg,
265,266,Bug,Cocoon,0.6,2.00,10.0,22.0,1. Shed Skin,015 (Ruby/Sapphire/Emerald)049 (Diamond/Pearl)049 (Platinum)015 (Omega Ruby/Alpha Sapphire)049 (Brilliant Diamond/Shining Pearl)019 (Legends: Arceus),2 Defense,120,"15.7% with PokéBall, full HP",50,normal,72,Medium Fast,Bug,50,50,15,"3,599–3,855 steps",50,210,304,35,67,185,55,103,229,25,49,163,25,49,163,15,31,141,Silcoon,https://img.pokemondb.net/artwork/silcoon.jpg,
266,267,Bug Flying,Butterfly,1.0,3.03,28.4,62.6,1. SwarmRivalry (hidden ability),016 (Ruby/Sapphire/Emerald)050 (Diamond/Pearl)050 (Platinum)016 (Omega Ruby/Alpha Sapphire)050 (Brilliant Diamond/Shining Pearl)020 (Legends: Arceus),3 Special Attack,45,"5.9% with PokéBall, full HP",50,normal,178,Medium Fast,Bug,50,50,15,"3,599–3,855 steps",60,230,324,70,130,262,50,94,218,100,184,328,50,94,218,65,121,251,Beautifly,https://img.pokemondb.net/artwork/beautifly.jpg,
267,268,Bug,Cocoon,0.7,2.04,11.5,25.4,1. Shed Skin,017 (Ruby/Sapphire/Emerald)051 (Diamond/Pearl)051 (Platinum)017 (Omega Ruby/Alpha Sapphire)051 (Brilliant Diamond/Shining Pearl)021 (Legends: Arceus),2 Defense,120,"15.7% with PokéBall, full HP",50,normal,72,Medium Fast,Bug,50,50,15,"3,599–3,855 steps",50,210,304,35,67,185,55,103,229,25,49,163,25,49,163,15,31,141,Cascoon,https://img.pokemondb.net/artwork/cascoon.jpg,
268,269,Bug Poison,Poison Moth,1.2,3.11,31.6,69.7,1. Shield DustCompound Eyes (hidden ability),018 (Ruby/Sapphire/Emerald)052 (Diamond/Pearl)052 (Platinum)018 (Omega Ruby/Alpha Sapphire)052 (Brilliant Diamond/Shining Pearl)022 (Legends: Arceus),3 Special Defense,45,"5.9% with PokéBall, full HP",50,normal,173,Medium Fast,Bug,50,50,15,"3,599–3,855 steps",60,230,324,50,94,218,70,130,262,50,94,218,90,166,306,65,121,251,Dustox,https://img.pokemondb.net/artwork/dustox.jpg,
269,270,Water Grass,Water Weed,0.5,1.08,2.6,5.7,1. Swift Swim2. Rain DishOwn Tempo (hidden ability),019 (Ruby/Sapphire/Emerald)055 (X/Y — Mountain Kalos)019 (Omega Ruby/Alpha Sapphire)036 (Sword/Shield),1 Special Defense,255,"33.3% with PokéBall, full HP",50,normal,44,Medium Slow,"Grass, Water 1",50,50,15,"3,599–3,855 steps",40,190,284,30,58,174,30,58,174,40,76,196,50,94,218,30,58,174,Lotad,https://img.pokemondb.net/artwork/lotad.jpg,
270,271,Water Grass,Jolly,1.2,3.11,32.5,71.7,1. Swift Swim2. Rain DishOwn Tempo (hidden ability),020 (Ruby/Sapphire/Emerald)056 (X/Y — Mountain Kalos)020 (Omega Ruby/Alpha Sapphire)037 (Sword/Shield),2 Special Defense,120,"15.7% with PokéBall, full HP",50,normal,119,Medium Slow,"Grass, Water 1",50,50,15,"3,599–3,855 steps",60,230,324,50,94,218,50,94,218,60,112,240,70,130,262,50,94,218,Lombre,https://img.pokemondb.net/artwork/lombre.jpg,
271,272,Water Grass,Carefree,1.5,4.11,55.0,121.3,1. Swift Swim2. Rain DishOwn Tempo (hidden ability),021 (Ruby/Sapphire/Emerald)057 (X/Y — Mountain Kalos)021 (Omega Ruby/Alpha Sapphire)038 (Sword/Shield),3 Special Defense,45,"5.9% with PokéBall, full HP",50,normal,216,Medium Slow,"Grass, Water 1",50,50,15,"3,599–3,855 steps",80,270,364,70,130,262,70,130,262,90,166,306,100,184,328,70,130,262,Ludicolo,https://img.pokemondb.net/artwork/ludicolo.jpg,
272,273,Grass,Acorn,0.5,1.08,4.0,8.8,1. Chlorophyll2. Early BirdPickpocket (hidden ability),022 (Ruby/Sapphire/Emerald)022 (Omega Ruby/Alpha Sapphire)039 (Sword/Shield),1 Defense,255,"33.3% with PokéBall, full HP",50,normal,44,Medium Slow,"Field, Grass",50,50,15,"3,599–3,855 steps",40,190,284,40,76,196,50,94,218,30,58,174,30,58,174,30,58,174,Seedot,https://img.pokemondb.net/artwork/seedot.jpg,
273,274,Grass Dark,Wily,1.0,3.03,28.0,61.7,1. Chlorophyll2. Early BirdPickpocket (hidden ability),023 (Ruby/Sapphire/Emerald)023 (Omega Ruby/Alpha Sapphire)040 (Sword/Shield),2 Attack,120,"15.7% with PokéBall, full HP",50,normal,119,Medium Slow,"Field, Grass",50,50,15,"3,599–3,855 steps",70,250,344,70,130,262,40,76,196,60,112,240,40,76,196,60,112,240,Nuzleaf,https://img.pokemondb.net/artwork/nuzleaf.jpg,
274,275,Grass Dark,Wicked,1.3,4.03,59.6,131.4,1. Chlorophyll2. Early BirdPickpocket (hidden ability),024 (Ruby/Sapphire/Emerald)024 (Omega Ruby/Alpha Sapphire)041 (Sword/Shield),3 Attack,45,"5.9% with PokéBall, full HP",50,normal,216,Medium Slow,"Field, Grass",50,50,15,"3,599–3,855 steps",90,290,384,100,184,328,60,112,240,90,166,306,60,112,240,80,148,284,Shiftry,https://img.pokemondb.net/artwork/shiftry.jpg,
275,276,Normal Flying,TinySwallow,0.3,1.00,2.3,5.1,1. GutsScrappy (hidden ability),025 (Ruby/Sapphire/Emerald)019 (X/Y — Coastal Kalos)025 (Omega Ruby/Alpha Sapphire),1 Speed,200,"26.1% with PokéBall, full HP",50,normal,54,Medium Slow,Flying,50,50,15,"3,599–3,855 steps",40,190,284,55,103,229,30,58,174,30,58,174,30,58,174,85,157,295,Taillow,https://img.pokemondb.net/artwork/taillow.jpg,
276,277,Normal Flying,Swallow,0.7,2.04,19.8,43.7,1. GutsScrappy (hidden ability),026 (Ruby/Sapphire/Emerald)020 (X/Y — Coastal Kalos)026 (Omega Ruby/Alpha Sapphire),2 Speed,45,"5.9% with PokéBall, full HP",50,normal,159,Medium Slow,Flying,50,50,15,"3,599–3,855 steps",60,230,324,85,157,295,60,112,240,75,139,273,50,94,218,125,229,383,Swellow,https://img.pokemondb.net/artwork/swellow.jpg,
277,278,Water Flying,Seagull,0.6,2.00,9.5,20.9,1. Keen Eye2. HydrationRain Dish (hidden ability),027 (Ruby/Sapphire/Emerald)119 (Diamond/Pearl)119 (Platinum)212 (Black 2/White 2)017 (X/Y — Coastal Kalos)027 (Omega Ruby/Alpha Sapphire)040 (Sun/Moon — Alola dex)047 (U.Sun/U.Moon — Alola dex)062 (Sword/Shield)119 (Brilliant Diamond/Shining Pearl)048 (The Isle of Armor),1 Speed,190,"24.8% with PokéBall, full HP",50,normal,54,Medium Fast,"Flying, Water 1",50,50,20,"4,884–5,140 steps",40,190,284,30,58,174,30,58,174,55,103,229,30,58,174,85,157,295,Wingull,https://img.pokemondb.net/artwork/wingull.jpg,
278,279,Water Flying,Water Bird,1.2,3.11,28.0,61.7,1. Keen Eye2. DrizzleRain Dish (hidden ability),028 (Ruby/Sapphire/Emerald)120 (Diamond/Pearl)120 (Platinum)213 (Black 2/White 2)018 (X/Y — Coastal Kalos)028 (Omega Ruby/Alpha Sapphire)041 (Sun/Moon — Alola dex)048 (U.Sun/U.Moon — Alola dex)063 (Sword/Shield)120 (Brilliant Diamond/Shining Pearl)049 (The Isle of Armor),2 Defense,45,"5.9% with PokéBall, full HP",50,normal,154,Medium Fast,"Flying, Water 1",50,50,20,"4,884–5,140 steps",60,230,324,50,94,218,100,184,328,95,175,317,70,130,262,65,121,251,Pelipper,https://img.pokemondb.net/artwork/pelipper.jpg,
279,280,Psychic Fairy,Feeling,0.4,1.04,6.6,14.6,1. Synchronize2. TraceTelepathy (hidden ability),029 (Ruby/Sapphire/Emerald)157 (Platinum)064 (X/Y — Central Kalos)029 (Omega Ruby/Alpha Sapphire)120 (Sword/Shield)101 (Legends: Arceus)034 (The Isle of Armor),1 Special Attack,235,"30.7% with PokéBall, full HP",35,lower than normal,40,Slow,"Amorphous, Human-Like",50,50,20,"4,884–5,140 steps",28,166,260,25,49,163,25,49,163,45,85,207,35,67,185,40,76,196,Ralts,https://img.pokemondb.net/artwork/ralts.jpg,
280,281,Psychic Fairy,Emotion,0.8,2.07,20.2,44.5,1. Synchronize2. TraceTelepathy (hidden ability),030 (Ruby/Sapphire/Emerald)158 (Platinum)065 (X/Y — Central Kalos)030 (Omega Ruby/Alpha Sapphire)121 (Sword/Shield)102 (Legends: Arceus)035 (The Isle of Armor),2 Special Attack,120,"15.7% with PokéBall, full HP",35,lower than normal,97,Slow,"Amorphous, Human-Like",50,50,20,"4,884–5,140 steps",38,186,280,35,67,185,35,67,185,65,121,251,55,103,229,50,94,218,Kirlia,https://img.pokemondb.net/artwork/kirlia.jpg,
281,282,Psychic Fairy,Embrace,1.6,5.03,48.4,106.7,1. Synchronize2. TraceTelepathy (hidden ability),031 (Ruby/Sapphire/Emerald)159 (Platinum)066 (X/Y — Central Kalos)031 (Omega Ruby/Alpha Sapphire)122 (Sword/Shield)103 (Legends: Arceus)036 (The Isle of Armor),3 Special Attack,45,"5.9% with PokéBall, full HP",35,lower than normal,233,Slow,"Amorphous, Human-Like",50,50,20,"4,884–5,140 steps",68,246,340,65,121,251,65,121,251,125,229,383,115,211,361,80,148,284,Gardevoir,https://img.pokemondb.net/artwork/gardevoir.jpg,
282,283,Bug Water,Pond Skater,0.5,1.08,1.7,3.7,1. Swift SwimRain Dish (hidden ability),032 (Ruby/Sapphire/Emerald)047 (X/Y — Central Kalos)033 (Omega Ruby/Alpha Sapphire)139 (Sun/Moon — Alola dex)172 (U.Sun/U.Moon — Alola dex),1 Speed,200,"26.1% with PokéBall, full HP",50,normal,54,Medium Fast,"Bug, Water 1",50,50,15,"3,599–3,855 steps",40,190,284,30,58,174,32,62,179,50,94,218,52,98,223,65,121,251,Surskit,https://img.pokemondb.net/artwork/surskit.jpg,
283,284,Bug Flying,Eyeball,0.8,2.07,3.6,7.9,1. IntimidateUnnerve (hidden ability),033 (Ruby/Sapphire/Emerald)048 (X/Y — Central Kalos)034 (Omega Ruby/Alpha Sapphire)140 (Sun/Moon — Alola dex)173 (U.Sun/U.Moon — Alola dex),"1 Special Attack, 1 Special Defense",75,"9.8% with PokéBall, full HP",50,normal,159,Medium Fast,"Bug, Water 1",50,50,15,"3,599–3,855 steps",70,250,344,60,112,240,62,116,245,100,184,328,82,152,289,80,148,284,Masquerain,https://img.pokemondb.net/artwork/masquerain.jpg,
284,285,Grass,Mushroom,0.4,1.04,4.5,9.9,1. Effect Spore2. Poison HealQuick Feet (hidden ability),034 (Ruby/Sapphire/Emerald)035 (Omega Ruby/Alpha Sapphire),1 HP,255,"33.3% with PokéBall, full HP",50,normal,59,Fluctuating,"Fairy, Grass",50,50,15,"3,599–3,855 steps",60,230,324,40,76,196,60,112,240,40,76,196,60,112,240,35,67,185,Shroomish,https://img.pokemondb.net/artwork/shroomish.jpg,
285,286,Grass Fighting,Mushroom,1.2,3.11,39.2,86.4,1. Effect Spore2. Poison HealTechnician (hidden ability),035 (Ruby/Sapphire/Emerald)036 (Omega Ruby/Alpha Sapphire),2 Attack,90,"11.8% with PokéBall, full HP",50,normal,161,Fluctuating,"Fairy, Grass",50,50,15,"3,599–3,855 steps",60,230,324,130,238,394,80,148,284,60,112,240,60,112,240,70,130,262,Breloom,https://img.pokemondb.net/artwork/breloom.jpg,
286,287,Normal,Slacker,0.8,2.07,24.0,52.9,1. Truant,036 (Ruby/Sapphire/Emerald)276 (Black 2/White 2)037 (Omega Ruby/Alpha Sapphire),1 HP,255,"33.3% with PokéBall, full HP",50,normal,56,Slow,Field,50,50,15,"3,599–3,855 steps",60,230,324,60,112,240,60,112,240,35,67,185,35,67,185,30,58,174,Slakoth,https://img.pokemondb.net/artwork/slakoth.jpg,
287,288,Normal,Wild Monkey,1.4,4.07,46.5,102.5,1. Vital Spirit,037 (Ruby/Sapphire/Emerald)277 (Black 2/White 2)038 (Omega Ruby/Alpha Sapphire),2 Speed,120,"15.7% with PokéBall, full HP",50,normal,154,Slow,Field,50,50,15,"3,599–3,855 steps",80,270,364,80,148,284,80,148,284,55,103,229,55,103,229,90,166,306,Vigoroth,https://img.pokemondb.net/artwork/vigoroth.jpg,
288,289,Normal,Lazy,2.0,6.07,130.5,287.7,1. Truant,038 (Ruby/Sapphire/Emerald)278 (Black 2/White 2)039 (Omega Ruby/Alpha Sapphire),3 HP,45,"5.9% with PokéBall, full HP",50,normal,252,Slow,Field,50,50,15,"3,599–3,855 steps",150,410,504,160,292,460,100,184,328,95,175,317,65,121,251,100,184,328,Slaking,https://img.pokemondb.net/artwork/slaking.jpg,
289,290,Bug Ground,Trainee,0.5,1.08,5.5,12.1,1. Compound EyesRun Away (hidden ability),042 (Ruby/Sapphire/Emerald)111 (X/Y — Central Kalos)043 (Omega Ruby/Alpha Sapphire)104 (Sword/Shield),1 Defense,255,"33.3% with PokéBall, full HP",50,normal,53,Erratic,Bug,50,50,15,"3,599–3,855 steps",31,172,266,45,85,207,90,166,306,30,58,174,30,58,174,40,76,196,Nincada,https://img.pokemondb.net/artwork/nincada.jpg,
290,291,Bug Flying,Ninja,0.8,2.07,12.0,26.5,1. Speed BoostInfiltrator (hidden ability),043 (Ruby/Sapphire/Emerald)112 (X/Y — Central Kalos)044 (Omega Ruby/Alpha Sapphire)105 (Sword/Shield),2 Speed,120,"15.7% with PokéBall, full HP",50,normal,160,Erratic,Bug,50,50,15,"3,599–3,855 steps",61,232,326,90,166,306,45,85,207,50,94,218,50,94,218,160,292,460,Ninjask,https://img.pokemondb.net/artwork/ninjask.jpg,
291,292,Bug Ghost,Shed,0.8,2.07,1.2,2.6,1. Wonder Guard,044 (Ruby/Sapphire/Emerald)113 (X/Y — Central Kalos)045 (Omega Ruby/Alpha Sapphire)106 (Sword/Shield),2 HP,45,"5.9% with PokéBall, full HP",50,normal,83,Erratic,Mineral,Genderless,,15,"3,599–3,855 steps",1,1,1,90,166,306,45,85,207,30,58,174,30,58,174,40,76,196,Shedinja,https://img.pokemondb.net/artwork/shedinja.jpg,
292,293,Normal,Whisper,0.6,2.00,16.3,35.9,1. SoundproofRattled (hidden ability),045 (Ruby/Sapphire/Emerald)140 (X/Y — Central Kalos)046 (Omega Ruby/Alpha Sapphire)148 (The Isle of Armor),1 HP,190,"24.8% with PokéBall, full HP",50,normal,48,Medium Slow,"Field, Monster",50,50,20,"4,884–5,140 steps",64,238,332,51,96,221,23,45,159,51,96,221,23,45,159,28,54,170,Whismur,https://img.pokemondb.net/artwork/whismur.jpg,
